Symbol,Name,Last Price,Open,High,Low,Prev Close,Volume,Change %,RSI 14
SGBAUG30-GB,2.50%GOLDBONDS2030SR-II,15207.5,15291.65,15295,15165,15207.5,0,0.0,79.0
INDIGO,INTERGLOBE AVIATION,4523.1,4566.1,4598.8,4507,4523.1,0,0.0,67.06
AXISILINAV,AXISAMC - AXISILINAV,237.98,0,0,0,236.82,0,0.49,
SHK,S H KELKAR AND CO.,142.25,147.7,147.7,141.18,142.25,0,0.0,77.5
VARDHACRLC,VARDHAMAN ACRYLICS,35.17,35.98,35.98,34.7,35.17,0,0.0,78.04
UCOBANK,UCO BANK,26.47,26.74,26.87,26.25,26.47,0,0.0,78.66
BAGFILMS,B.A.G FILMS AND MEDIA,5.16,5.43,5.43,5.12,5.16,0,0.0,75.69
SUVEN,SUVEN LIFE SCIENCES,202.05,207.66,209.1,200.25,202.05,0,0.0,82.91
JSL,JINDAL STAINLESS,766.3,777.3,784.75,763.55,766.3,0,0.0,66.64
NSIL,NALWA SONS INVESTMENT,5654.9,5718.8,5723.9,5589,5654.9,0,0.0,78.92
HDFCGROWTH,HDFC NIFTY GROWTH SECTORS 15 ETF,112.68,114.12,114.59,111.99,112.68,0,0.0,60.16
WELSPUNLIV,WELSPUN LIVING,130.16,134,134.9,128.65,130.16,0,0.0,81.05
HDFCQUAL,HDFC NIFTY100 QUALITY 30 ETF,56.91,57.66,57.81,56.61,56.91,0,0.0,76.03
JAIBALAJI,JAI BALAJI INDUSTRIES,71.53,71.15,72,69.8,71.53,0,0.0,80.59
HDFCVALUE,HDFC NIFTY50 VALUE 20 ETF,129.97,131.5,131.5,129.6,129.97,0,0.0,68.02
IGL,INDRAPRASTHA GAS,164.61,165.55,167.05,162.6,164.61,0,0.0,73.76
TVSELECT,TVS ELECTRONICS,435.95,450,456.4,428.45,435.95,0,0.0,68.22
HDFCGRINAV,HDFCAMC - HDFCGRINAV,111.6,0,0,0,111.6,0,0.0,
HDFCQUINAV,HDFCAMC - HDFCQUINAV,56.9,0,0,0,56.9,0,0.0,
DREDGECORP,DREDGING CORP OF INDIA,940.9,959.9,969,931,940.9,0,0.0,74.2
HDFCVLINAV,HDFCAMC - HDFCVLINAV,129.69,0,0,0,129.69,0,0.0,
TVTODAY,TV TODAY NETWORK,112.27,114.63,116.56,111.68,112.27,0,0.0,72.74
UPL,UPL,631.4,643.6,645.15,629.95,631.4,0,0.0,72.0
UNIENTER,UNIPHOS ENTERPRISES,107.74,114.5,114.5,106.54,107.74,0,0.0,91.56
SIL,STANDARD INDUSTRIES,16.14,16.03,16.36,15.5,16.14,0,0.0,93.62
LUXIND,LUX INDUSTRIES,1654.1,1795,1823.35,1616,1654.1,0,0.0,82.96
MUKANDLTD,MUKAND,138.7,144.2,145.4,138,138.7,0,0.0,67.28
AFFLE,AFFLE 3I,1406.7,1432.8,1443.9,1389.9,1406.7,0,0.0,40.28
PETRONET,PETRONET LNG,273.45,276,276.9,271.1,273.45,0,0.0,70.14
PTC,PTC INDIA,183.65,186.25,187.44,182.69,183.65,0,0.0,72.51
DHANBANK,DHANLAXMI BANK,26.56,26.6,26.98,26.18,26.56,0,0.0,85.71
VAIBHAVGBL,VAIBHAV GLOBAL,215.03,222.7,225.15,213.31,215.03,0,0.0,75.03
TTKHLTCARE,TTK HEALTHCARE,920.4,911.35,929.95,911.35,920.4,0,0.0,75.29
BIOCON,BIOCON,349.85,358.05,358.95,348.5,349.85,0,0.0,42.71
TIPSFILMS,TIPS FILMS,384.55,387.95,398.9,378.25,384.55,0,0.0,91.06
MAHABANK,BANK OF MAHARASHTRA,77.9,77.7,78.39,75.75,77.9,0,0.0,81.86
ZOTA,ZOTA HEALTH CARE,1292.2,1278,1305,1266.1,1292.2,0,0.0,77.09
SALZERELEC,SALZER ELECTRONICS,622.3,640.1,649.65,618,622.3,0,0.0,77.8
POONAWALLA,POONAWALLA FINCORP,416.55,422.2,423.85,412,416.55,0,0.0,71.94
XPROINDIA,XPRO INDIA,1024.7,1060,1060,1018,1024.7,0,0.0,50.87
RKFORGE,RAMKRISHNA FORGINGS,546.5,555,558.95,542,546.5,0,0.0,76.66
DATAMATICS,DATAMATICS GLOBAL SER,707.4,730,740,705.15,707.4,0,0.0,65.32
NDTV,NDTV,82.07,82.2,82.68,79,82.07,0,0.0,92.57
SPANDANA,SPANDANA SPHOORTY FIN,218.29,224,224.5,213.5,218.29,0,0.0,69.53
PILANIINVS,PILANI INV & IND COR,4728,4794.3,4830,4720,4728,0,0.0,71.05
CCL,CCL PRODUCTS (I),1098.8,1079,1116.2,1078,1098.8,0,0.0,58.87
EXCELINDUS,EXCEL INDUSTRIES,927.45,956,958,920,927.45,0,0.0,73.91
KRIDHANINF,KRIDHAN INFRA,2.55,2.5,2.57,2.44,2.55,0,0.0,74.67
LT,LARSEN & TOUBRO,4014.3,4072,4088.1,3983.2,4014.3,0,0.0,73.35
APARINDS,APAR INDUSTRIES,11532,11884,12009.5,11379.5,11532,0,0.0,72.88
AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,23.92,23.43,24.2,23.36,23.92,0,0.0,76.3
CENTEXT,CENTURY EXTRUSIONS,21.06,21.51,21.51,20.75,21.06,0,0.0,74.94
NIITLTD,NIIT,68.38,70.61,71.17,66.96,68.38,0,0.0,82.65
EMIL,ELECTRONICS MART IND,103.31,107.5,107.76,102.5,103.31,0,0.0,70.9
ULTRACEMCO,ULTRATECH CEMENT,11998,12203,12246,11954,11998,0,0.0,75.04
TCS,TATA CONSULTANCY SERV LT,2396.9,2488,2505,2388.8,2396.9,0,0.0,51.16
HDFCMOMENT,HDFC NIFTY200 MOMENTUM 30 ETF,30.67,30.81,30.94,30.37,30.67,0,0.0,76.76
COFORGE,COFORGE,1150.9,1211,1214.5,1136.3,1150.9,0,0.0,52.48
HDFCLOWVOL,HDFC NIFTY100 LOW VOLATILITY 30 ETF,20,20.02,20.28,19.91,20,0,0.0,72.61
TEXINFRA,TEXMACO INFRA & HOLDG,96.06,98.8,99.02,96,96.06,0,0.0,44.31
HDFCMOINAV,HDFCAMC - HDFCMOMENT,30.6,0,0,0,30.6,0,0.0,
HDFCLVINAV,HDFCAMC - HDFCLOWVOL,19.95,0,327.7,305,19.95,0,0.0,
PPLPHARMA,PIRAMAL PHARMA,165.47,164.68,167.9,163.6,165.47,0,0.0,90.86
FORCEMOT,FORCE MOTORS,20347,20750,20928,19955,20347,0,0.0,54.4
WESTLIFE,WESTLIFE FOODWORLD,462.75,481.3,487.45,460.05,462.75,0,0.0,42.34
GULFPETRO,GP PETROLEUMS,32.1,32.9,32.9,32,32.1,0,0.0,77.74
TRACXN,TRACXN TECHNOLOGIES,33.05,34.33,34.46,32.51,33.05,0,0.0,75.59
HDFCSENSEX,HDFC BSE SENSEX ETF,86.61,87.69,87.97,86.26,86.61,0,0.0,67.11
LINCOLN,LINCOLN PHARMA,605.55,611.85,619.55,600,605.55,0,0.0,59.62
GUFICBIO,GUFIC BIOSCIENCES,298.3,299,302,288.5,298.3,0,0.0,69.84
ASTRAMICRO,ASTRA MICROWAVE,1123.75,1145,1146,1108.2,1123.75,0,0.0,86.11
WELENT,WELSPUN ENTERPRISES,505.35,511.05,511.05,498.1,505.35,0,0.0,78.91
NARMADA,NARMADA AGROBASE,34.42,34.25,34.69,34.07,34.42,0,0.0,72.08
NTPC,NTPC,401.85,404.75,405.25,399.2,401.85,0,0.0,72.78
SALSTEEL,S.A.L. STEEL,56.82,55.26,58.15,55.26,56.82,0,0.0,91.92
KOTARISUG,KOTHARI SUG & CHEM,27.02,28,28.01,27,27.02,0,0.0,75.88
LALPATHLAB,DR. LAL PATH LABS,1408.9,1435.5,1435.5,1399.9,1408.9,0,0.0,64.07
JBMA,JBM AUTO,612.85,620,627,606.65,612.85,0,0.0,79.9
DWARKESH,DWARIKESH SUGAR IND,43.74,47.64,47.64,43.45,43.74,0,0.0,41.31
INDOCO,INDOCO REMEDIES,206.34,215.8,216,205,206.34,0,0.0,77.81
SUPRAJIT,SUPRAJIT ENGINEERING,417.25,429,429,416,417.25,0,0.0,55.43
PATELENG,PATEL ENGINEERING,27.7,28.78,28.98,27.52,27.7,0,0.0,74.33
ALKEM,ALKEM LABORATORIES,5235,5572.5,5578.5,5193.5,5235,0,0.0,45.65
XCHANGING,XCHANGING SOLUTIONS,64.95,66.32,66.53,64.21,64.95,0,0.0,82.66
JSWSTEEL,JSW STEEL,1255.7,1264,1268,1246.5,1255.7,0,0.0,79.35
JINDALPHOT,JINDAL PHOTO,1092.7,1150,1150,1090.1,1092.7,0,0.0,67.0
JPPOWER,JAIPRAKASH POWER VEN.,19.29,20,20.03,18.67,19.29,0,0.0,80.86
GOKEX,GOKALDAS EXPORTS,709.05,725.8,731.05,700.3,709.05,0,0.0,67.22
ACEINTEG,ACE INTEGRATED SOLU.,20.13,20.11,21.8,20.11,20.13,0,0.0,70.81
EVEREADY,EVEREADY INDS. IND. ,320.45,330.9,331.05,317.1,320.45,0,0.0,74.63
GOYALALUM,GOYAL ALUMINIUMS,7.04,6.91,7.08,6.91,7.04,0,0.0,80.89
SAKSOFT,SAKSOFT,138.17,144.99,145,136.35,138.17,0,0.0,72.97
HPIL,HINDPRAKASH INDUSTRY,138.23,134.2,141.77,134.2,138.23,0,0.0,74.29
ALLDIGI,ALLDIGI TECH,818.7,842,848,801.4,818.7,0,0.0,75.57
SUKHJITS,SUKHJIT STARCH & CHEM,182.82,187,187,181.79,182.82,0,0.0,74.82
IIFL,IIFL FINANCE,419.35,423,423.55,411.85,419.35,0,0.0,45.69
SHOPERSTOP,SHOPPERS STOP,296.4,301.9,301.9,293,296.4,0,0.0,54.27
WELCORP,WELSPUN CORP,1207.45,1210,1218,1175.3,1207.45,0,0.0,99.88
SSWL,STEEL STRIPS WHEELS,207.89,213,213,206.98,207.89,0,0.0,77.11
NH,NARAYANA HRUDAYALAYA,1768.3,1798,1807,1762,1768.3,0,0.0,71.91
KENNAMET,KENNAMETAL INDIA,2481.4,2488,2538,2405.2,2481.4,0,0.0,
CYBERMEDIA,CYBER MEDIA (INDIA),16.08,16.34,16.49,15.71,16.08,0,0.0,70.6
SURYALAXMI,SURYALAKSHMI COT MIL,59.44,62.7,62.7,59.25,59.44,0,0.0,78.0
SHAHALLOYS,SHAH ALLOYS,70.99,71.25,71.25,68.05,70.99,0,0.0,76.22
JKPAPER,JK PAPER,371.7,381.2,382.25,370.1,371.7,0,0.0,73.28
PRIMESECU,PRIME SECURITIES,282.95,282,284.95,282,282.95,0,0.0,58.76
GRANULES,GRANULES INDIA,689.45,686.95,694.45,682,689.45,0,0.0,75.57
JSWHL,JSW HOLDINGS,12904,13062,13168,12819,12904,0,0.0,69.38
MANINDS,MAN INDUSTRIES (I),550.85,543,558.15,533.95,550.85,0,0.0,92.94
VHL,VARDHMAN HOLDINGS,3341.9,3424,3424,3324,3341.9,0,0.0,70.86
DCXINDIA,DCX SYSTEMS,193.71,198.98,200.42,192,193.71,0,0.0,77.86
GEOJITFSL,GEOJIT FINANCIAL SER L,64.23,66.2,66.98,62.51,64.23,0,0.0,74.19
GENUSPOWER,GENUS POWER INFRASTRU,287.43,296.9,296.9,285,287.43,0,0.0,78.83
SWELECTES,SWELECT ENERGY SYS,661.6,685,685,646.45,661.6,0,0.0,83.63
YESBANK,YES BANK,19.84,20.03,20.15,19.77,19.84,0,0.0,77.96
MSPL,MSP STEEL & POWER,34.9,34.79,35.71,34.5,34.9,0,0.0,79.5
NECLIFE,NECTAR LIFESCIENCES,11.79,12.2,12.2,11.7,11.79,0,0.0,75.76
FUSION,FUSION FINANCE,176.85,182.1,183,176.1,176.85,0,0.0,74.02
SPLIL,SPL INDUSTRIES,33.46,34.01,34.46,32.71,33.46,0,0.0,83.81
ANZEN-IV,ANZEN IND ENE YLD PLU TRU,123.5,123.5,123.5,123.5,123.5,0,0.0,
MEDANTA,GLOBAL HEALTH,1105.55,1100.35,1117.75,1095.6,1105.55,0,0.0,84.18
SEMAC,SEMAC CONSTRUCTION,288.51,280.99,291.95,276.96,288.51,0,0.0,81.72
BIKAJI,BIKAJI FOODS INTERN,659.3,684.1,689.75,656,659.3,0,0.0,61.45
RML,RANE (MADRAS),747.55,773.7,773.7,743.55,747.55,0,0.0,75.62
HTMEDIA,HT MEDIA,22.01,22.76,23.01,21.8,22.01,0,0.0,66.76
SASKEN,SASKEN TECHNOLOGIES,1267.8,1299.9,1299.9,1222.2,1267.8,0,0.0,70.34
ICIL,INDO COUNT INDUSTRIES,263.29,269.9,269.9,259.8,263.29,0,0.0,56.52
SYNCOMF,SYNCOM FORMU (I),13.47,13.94,13.95,13.4,13.47,0,0.0,75.79
IMPAL,IND MOTOR PART & ACC,1001.6,1023.55,1026.2,995,1001.6,0,0.0,67.73
AEROENTER,AEROFLEX ENTERPRISES,92.22,90.4,93.08,88.03,92.22,0,0.0,82.97
SUZLON,SUZLON ENERGY,53.91,53.9,54.25,52.93,53.91,0,0.0,90.34
AURIONPRO,AURIONPRO SOLN,831.45,860,863.6,825.05,831.45,0,0.0,64.15
ACI,ARCHEAN CHEMICAL IND,603.3,599.95,605.1,595.05,603.3,0,0.0,58.23
RENUKA,SHREE RENUKA SUGARS,27.83,28.91,29.12,27.62,27.83,0,0.0,51.6
FIVESTAR,FIVE-STAR BUS FIN,493.25,484.7,497.3,476.8,493.25,0,0.0,83.48
BASML,BANNARI AM SPIN MILL,22.37,22.95,22.95,22.25,22.37,0,0.0,75.08
KAYNES,KAYNES TECHNOLOGY IND,4266.8,4408,4449.8,4233,4266.8,0,0.0,78.91
HDFCNIFIT,HDFC NIFTY IT ETF,30.39,31.95,31.95,30.28,30.39,0,0.0,45.71
HDFCPVTBAN,HDFC NIFTY PRIVATE BANK ETF,27.08,27.9,27.9,27.01,27.08,0,0.0,71.03
HDFCPBINAV,HDFCAMC - HDFCPBINAV,27.12,0,0,0,27.12,0,0.0,
DOLATALGO,DOLAT ALGOTECH,77.56,78.5,78.81,76.6,77.56,0,0.0,74.51
BBTCL,B&B TRIPLEWALL CONT,196.84,196.01,197.98,195,196.84,0,0.0,70.09
HNDFDS,HINDUSTAN FOODS,486.6,493.2,494.15,479.05,486.6,0,0.0,40.15
INOXGREEN,INOX GREEN ENERGY SER,176.51,177.2,182.8,175.5,176.51,0,0.0,82.49
RUSTOMJEE,KEYSTONE REALTORS,391.25,395.9,400,385.8,391.25,0,0.0,59.43
ZIMLAB,ZIM LABORATORIES,83.65,84.37,84.37,80,83.65,0,0.0,85.43
CAGL27A-N6,,1385,0,1385,1375.8,1385,0,0.0,
SWSOLAR,STRLNG & WIL REN ENE,213.31,222,223.9,210,213.31,0,0.0,83.3
VINNY,VINNY OVERSEAS,1.18,1.2,1.2,1.17,1.18,0,0.0,78.38
AAATECH,AAA TECHNOLOGIES,98.19,99.97,99.98,98.01,98.19,0,0.0,70.35
ICIFININAV,ICICIPRAMC-ICIFININAV,31.58,0,0,0,31.75,0,-0.54,
PRECAM,PRECISION CAMSHAFTS,156.6,153.2,157.89,148.42,156.6,0,0.0,89.3
OSIAHYPER,OSIA HYPER RETAIL,6.24,6.07,6.24,6,6.24,0,0.0,84.56
MBAPL,MADHYA BHARAT AGRO P.,506.85,515.75,516.25,505,506.85,0,0.0,60.6
TEAMLEASE,TEAMLEASE SERVICES,1208.6,1257,1263.8,1204,1208.6,0,0.0,65.17
HYBRIDFIN,HYBRID FINANCIAL SERVICE,19.93,21.46,21.46,19.7,19.93,0,0.0,68.79
KRISHANA,KRISHANA PHOSCHEM,638.15,642.5,655,630,638.15,0,0.0,79.22
SGBAUG27-GB,2.50%GOLDBONDS2027SR-III,14928.87,14950,14974.5,14811.9,14928.87,0,0.0,76.09
SFLZC26A-ZC,,1859.4,1859.4,1859.4,1859.4,1859.4,0,0.0,
NPBET,TATA NIFTY PRIVATE BANK ETF,275.9,276.98,277.62,273.84,275.9,0,0.0,73.58
DHARMAJ,DHARMAJ CROP GUARD,255.52,267.01,268.5,253,255.52,0,0.0,63.75
SAFARI,SAFARI IND (INDIA),1470,1497.7,1519.1,1450,1470,0,0.0,52.99
UNIPARTS,UNIPARTS INDIA,502.6,492,506.8,492,502.6,0,0.0,66.29
NAGAFERT-BZ,NAGARJUN FERT AND CHE,4,4.02,4.14,3.93,4,0,0.0,70.24
IIFLCAPS,IIFL CAPITAL SERVICES,320.06,320,329.28,315.57,320.06,0,0.0,79.34
TRIVENI,TRIVENI ENGG. & INDS.,417.55,423,429.3,413,417.55,0,0.0,76.26
AIAENG,AIA ENGINEERING,4014.3,4099.9,4108.9,4000,4014.3,0,0.0,78.88
KOTAKSINAV,KOTAKMAMC - KOTAKSINAV,22.13,0,0,0,23.12,0,-4.28,
EKC,EVEREST KANTO CYLINDERLTD,112.79,115.27,116,112.1,112.79,0,0.0,78.1
VIMTALABS,VIMTA LABS,457.65,478,478.05,453.35,457.65,0,0.0,75.94
NAHARINDUS,NAHAR INDS ENT,107.5,109.71,111,107.1,107.5,0,0.0,81.23
ORIENTCER,ORIENT CERATECH,40.59,42.51,42.51,40.3,40.59,0,0.0,67.79
QUICKHEAL,QUICK HEAL TECH,162.68,169,170,161.3,162.68,0,0.0,75.0
KERNEX,KERNEX MICROSYS(I),1296.45,1280,1324,1265.7,1296.45,0,0.0,87.48
REPRO,REPRO INDIA,349.65,355.45,359.9,345,349.65,0,0.0,69.45
PVRINOX,PVR INOX,1004.15,1010,1012.1,992.9,1004.15,0,0.0,73.93
CELEBRITY,CELEBRITY FASHIONS,7.45,7.68,7.74,7.25,7.45,0,0.0,75.01
EBB433INAV,EDELAMC - EBB433INAV,1276.49,0,0,0,1277.38,0,-0.07,
NITINSPIN,NITIN SPINNERS,412.45,419,419,400.1,412.45,0,0.0,81.03
ROHLTD,ROYAL ORCHID HOTELS,341.05,343.85,349.95,335.8,341.05,0,0.0,72.35
ENIL,ENTERTAIN NET. IND.,116.18,118.01,118.99,115.21,116.18,0,0.0,71.17
GSPL,GUJARAT STATE PETRO,276.79,281.99,285.83,275.15,276.79,0,0.0,79.9
SGBSEP27-GB,2.50%GOLDBONDS2027SR-IV,14949.9,14802.18,14949.99,14802.18,14949.9,0,0.0,73.5
JAGRAN,JAGRAN PRAKASHAN,65.87,66.7,66.88,65.66,65.87,0,0.0,68.04
ICICOMINAV,ICICIPRAMC - ICICOMINAV,102.86,0,0,0,103.18,0,-0.31,
SULA,SULA VINEYARDS,171.8,176.9,177.69,170.1,171.8,0,0.0,74.9
KEC,KEC INTL.,575.15,580,586.15,570.9,575.15,0,0.0,68.66
JKCEMENT,JK CEMENT,5584.5,5820,5820,5567.5,5584.5,0,0.0,60.65
INDOTECH,INDO TECH TRANSFORM,2402.9,2499,2544.8,2356.9,2402.9,0,0.0,89.22
LANDMARK,LANDMARK CARS,408.6,418.6,420,402.2,408.6,0,0.0,63.84
M&MFIN,M&M FIN. SERVICES,294.4,297,299.3,290,294.4,0,0.0,55.14
AFSL,ABANS FINANCIAL SRVCS,204.96,202.9,206.59,201.03,204.96,0,0.0,58.14
BLKASHYAP,B.L.KASHYAP & SON,51.7,54,54.3,51.4,51.7,0,0.0,70.32
VISASTEEL,VISA STEEL,41.29,42.79,42.89,40.2,41.29,0,0.0,88.78
NITCO,NITCO,87.93,91.5,92.7,87.6,87.93,0,0.0,49.21
CENTURYPLY,CENTURY PLYBOARDS (I),781.95,790,790,768.65,781.95,0,0.0,73.27
KEI,KEI INDUSTRIES,4816.1,4850,4887.4,4750,4816.1,0,0.0,76.72
ORTEL-BZ,ORTEL COMMUNICATIONS,1.83,1.79,1.83,1.7,1.83,0,0.0,58.02
SOLARINDS,SOLAR INDUSTRIES (I),15056,15857,15995,14998,15056,0,0.0,79.82
GALLANTT,GALLANTT ISPAT,828.7,850,851.55,817.95,828.7,0,0.0,74.29
VAKRANGEE,VAKRANGEE,6.91,7.05,7.07,6.76,6.91,0,0.0,83.17
MALUPAPER,MALU PAPER MILLS,31.86,33.39,33.4,31.33,31.86,0,0.0,68.15
KFINTECH,KFIN TECHNOLOGIES,956.05,980.8,992.7,951.35,956.05,0,0.0,63.88
SGL,STL GLOBAL,11.99,12,12.28,11.82,11.99,0,0.0,75.63
UTTAMSUGAR,UTTAM SUGAR MILLS,261.22,271,274,258.42,261.22,0,0.0,57.53
KKCL,KEWAL KIRAN CLOTHING,475.15,479,479.05,469.1,475.15,0,0.0,74.19
BHAGERIA,BHAGERIA INDUSTRIES,175.13,162.97,185.37,159.41,175.13,0,0.0,83.04
SUNTV,SUN TV NETWORK,600.15,625.85,625.85,594.55,600.15,0,0.0,57.31
GPIL,GODAWARI POW & ISP,289.95,297.2,298,289,289.95,0,0.0,63.56
RSYSTEMS,R SYS INTERNATIONAL,267.12,279.01,282.23,264.02,267.12,0,0.0,60.61
SUPREMEINF-BZ,SUPREME INFRA.,79.33,78.01,79.39,77.25,79.33,0,0.0,83.51
EMKAY,EMKAY GLOBAL FIN SERV,224.33,236.99,239.46,223.31,224.33,0,0.0,62.92
ELIN,ELIN ELECTRONICS,125.48,128.74,129,122.38,125.48,0,0.0,75.3
KELLTONTEC,KELLTON TECH SOL,15.58,16,16.2,15.45,15.58,0,0.0,71.26
BALPHARMA,BAL PHARMA,76.3,78.1,79,75.5,76.3,0,0.0,82.16
RATNAMANI,RATNAMANI MET & TUB,2605.8,2435.2,2630,2425,2605.8,0,0.0,81.82
KAMDHENU,KAMDHENU,21.84,22.36,22.62,21.61,21.84,0,0.0,73.45
PIONEEREMB,PIONEER EMBROIDERIES,26.28,27.14,27.15,26.01,26.28,0,0.0,75.0
JKLAKSHMI,JK LAKSHMI CEMENT,640.1,657.05,657.05,632.3,640.1,0,0.0,71.41
PFOCUS,PRIME FOCUS,306.9,324.95,327.65,303.1,306.9,0,0.0,41.12
ALLCARGO,ALLCARGO LOGISTICS,9,9.29,9.35,8.9,9,0,0.0,75.01
AKASH,AKASH INFRA-PROJECTS,28.13,27.5,28.34,27.3,28.13,0,0.0,71.36
MUNJALAU,MUNJAL AUTO IND.,79.28,80.03,81.44,78.51,79.28,0,0.0,75.72
OMKARCHEM-BZ,OMKAR SPL CHEM,3.76,3.8,3.8,3.76,3.76,0,0.0,50.92
EMAMILTD,EMAMI,460.15,467.4,469,453.1,460.15,0,0.0,79.98
NECCLTD,NORTH EAST CARRY CORP,15.78,15.9,16.15,15.3,15.78,0,0.0,82.64
GMRAIRPORT,GMR AIRPORTS,94.49,95.84,96.56,93.99,94.49,0,0.0,68.06
VIDHIING,VIDHI SPCLTY F INGRDNTS L,310.35,310.4,313.85,305,310.35,0,0.0,67.26
TECHM,TECH MAHINDRA,1358.5,1407.1,1426.7,1347.4,1358.5,0,0.0,45.03
AVONMORE,AVONMORE CAP&MGT SERV,12.22,12.69,12.7,12.01,12.22,0,0.0,63.7
GRINDWELL,GRINDWELL NORTON,1609.8,1645.8,1664.3,1603.7,1609.8,0,0.0,76.89
RAMANEWS,SHREE RAMA NEWSPRINT,32.6,32.11,33.54,32.11,32.6,0,0.0,62.52
MANUGRAPH,MANUGRAPH INDIA,13.52,13.73,14.45,13.31,13.52,0,0.0,74.53
VOLTAMP,VOLTAMP TRANSFORMERS,10768.5,10888,11271,10551,10768.5,0,0.0,82.4
RADIANTCMS,RADIANT CASH MGMT SER,40.61,41.6,43.13,40,40.61,0,0.0,70.05
ATLANTAA,ATLANTAA,40,40.38,41.5,39.55,40,0,0.0,70.46
ACE,ACTION CONST EQUIP,907.25,918.4,927.45,900.1,907.25,0,0.0,77.45
HGM,HANDSON GBL MNGMNT,52.24,55.3,55.3,51.51,52.24,0,0.0,62.47
ANTELOPUS,ANTELOPUS SELAN ENRGY,619.5,650,652,617,619.5,0,0.0,55.96
IRCTC,INDIAN RAIL TOUR CORP,541.2,552,556,539.2,541.2,0,0.0,69.26
ANANTRAJ,ANANT RAJ,462.4,510.8,514.35,447.35,462.4,0,0.0,61.39
JMFINANCIL,JM FINANCIAL,138.71,141.89,143.82,137,138.71,0,0.0,80.36
SGBDE30III-GB,2.50%GOLDBONDS2030SR-III,15258.6,15170.01,15276,15101,15258.6,0,0.0,79.84
ELECON,ELECON ENG. CO.,512.75,512.05,516.35,496.55,512.75,0,0.0,90.09
BANKADD,DSP NIFTY BANK ETF,57.23,57.43,57.49,56.84,57.23,0,0.0,76.02
TALBROAUTO,TALBROS AUTO. COMP.,277.78,279.55,283.18,275.6,277.78,0,0.0,87.37
DSPBNKINAV,DSPAMC - DSPBNKINAV,57.18,0,0,0,57.4,0,-0.38,
ALICON,ALICON CASTALLOY,685.45,699.5,702,680,685.45,0,0.0,74.24
GEECEE,GEECEE VENTURES,291.1,309,309,291,291.1,0,0.0,71.77
NRL,NUPUR RECYCLERS,54.66,57.5,57.5,54,54.66,0,0.0,77.71
AERONEU,AEROFLEX NEU,75.42,79.93,79.93,74.02,75.42,0,0.0,46.79
INFOMEDIA,INFOMEDIA PRESS,5.95,6.11,6.22,5.73,5.95,0,0.0,72.25
FIEMIND,FIEM INDUSTRIES,2175,2233,2238,2140,2175,0,0.0,70.41
DCBBANK,DCB BANK,193.37,191.5,195.8,188.2,193.37,0,0.0,76.87
GLOBALVECT,GLOBAL VEC HELICORP,183.42,196,196,181,183.42,0,0.0,71.27
GTLINFRA,GTL INFRA.LTD,1.2,1.23,1.24,1.19,1.2,0,0.0,70.85
FLUOROCHEM,GUJARAT FLUOROCHEM,3383.3,3330,3399,3267,3383.3,0,0.0,76.37
NAUKRI,INFO EDGE (I),984.95,1015,1016.3,979.35,984.95,0,0.0,51.58
MANOMAY,MANOMAY TEX INDIA,228.54,226.02,229.41,221.32,228.54,0,0.0,45.05
SHIVAMAUTO,SHIVAM AUTO.LTD,18.94,18.89,19.19,18.3,18.94,0,0.0,76.87
BBL,BHARAT BIJLEE,3060.7,3000.5,3123,2975.1,3060.7,0,0.0,98.0
VGL,VARVEE GLOBAL,57.63,60.9,61.79,57,57.63,0,0.0,64.26
GESHIP,THE GE SHPG.LTD,1404.4,1427.7,1434,1397.6,1404.4,0,0.0,48.28
TORNTPOWER,TORRENT POWER,1699.5,1737,1744.4,1675,1699.5,0,0.0,89.75
BAIDFIN,BAID FINSERV,11.13,11.1,11.49,10.9,11.13,0,0.0,68.97
MANALIPETC,MANALI PETROCHEMICALS LT,52.95,54.16,54.5,52.5,52.95,0,0.0,80.87
SUTLEJTEX,SUTLEJ TEXT & INDUS,36.84,36.3,37.89,36.3,36.84,0,0.0,91.51
GREENPANEL,GREENPANEL INDUSTRIES,208.87,208.45,213.44,203.62,208.87,0,0.0,77.36
FEL-BZ,FUTURE ENTERPRISES,0.48,0.48,0.48,0.48,0.48,0,0.0,85.32
LTFOODS,LT FOODS,420.05,418.2,421.7,411.6,420.05,0,0.0,78.07
RUCHIRA,RUCHIRA PAPERS,116.19,120,120.49,115.2,116.19,0,0.0,80.61
SOBHA,SOBHA,1417,1422.6,1444.6,1388.2,1417,0,0.0,80.82
DONEAR,DONEAR IND.,91.24,96,96.35,90.1,91.24,0,0.0,65.14
MMFL,MM FORGINGS,498.9,497.65,506.95,485.55,498.9,0,0.0,85.75
IIFLZC28A-NU,,1272,0,1272,1272,1272,0,0.0,
VENUSREM,VENUS REMEDIES,949.6,967,984.75,949.6,949.6,0,0.0,62.95
AARTIPHARM,AARTI PHARMALABS,692.95,688.35,699.8,676.8,692.95,0,0.0,74.57
KUANTUM,KUANTUM PAPERS,80.23,81.8,81.8,79.2,80.23,0,0.0,75.15
JINDRILL,JINDAL DRILLING IND.,537.7,543,549.2,532.1,537.7,0,0.0,71.38
BANCOINDIA,BANCO PRODUCTS (I),606.8,618.2,623.85,600,606.8,0,0.0,70.93
ARIHANT,ARIHANT FOUN & HOU,939.05,939.95,950,900,939.05,0,0.0,
