Symbol,Name,Last Price,Open,High,Low,Prev Close,Volume,Change %,RSI 14
SGBMAR30X-GB,2.50%GOLDBONDS2030SR-X,15052.5,15100,15171.39,15005,15052.5,0,0.0,74.98
MITCON,MITCON CON & ENG SER,82.36,83.18,83.79,78.16,82.36,0,0.0,85.55
XELPMOC,XELPMOC DESIGN & TECH,103.28,107.58,108.41,100.35,103.28,0,0.0,72.59
TVSMOTOR,TVS MOTOR COMPANY ,3488.2,3513,3543.3,3462.7,3488.2,0,0.0,55.01
GATEWAY,GATEWAY DISTRIPARKS,57.03,58.52,58.52,55.95,57.03,0,0.0,72.83
GMRP&UI,GMR POW AND URBAN INFRA L,106,108.35,109.17,105.42,106,0,0.0,68.81
CHALET,CHALET HOTELS,797.6,790.85,802,772,797.6,0,0.0,74.06
NLCINDIA,NLC INDIA,299.1,298.3,306.95,293.15,299.1,0,0.0,68.99
MSUMI,MOTHERSON SUMI WRNG IND L,39.9,40.46,40.87,39.02,39.9,0,0.0,62.4
INDOBORAX,INDO BORAX & CHEMICAL,244.73,252.52,252.52,242,244.73,0,0.0,50.29
LOWVOL1,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF,20.55,21.32,21.32,20.38,20.55,0,0.0,71.84
VETO,VETO SWITCHGEAR CABLE,103.26,105.19,106.49,101.85,103.26,0,0.0,76.27
MOLOWVOL,MOTILAL OSWAL BSE LOW VOLATILITY ETF,36.35,36.7,36.72,36.23,36.35,0,0.0,68.91
MUKTAARTS,MUKTA ARTS,49.19,48.48,49.2,47.51,49.19,0,0.0,80.24
VRLLOG,VRL LOGISTICS,248.96,253.2,255.9,248,248.96,0,0.0,61.46
SHAILY,SHAILY ENG PLASTICS,2503.1,2210.1,2564,2147.1,2503.1,0,0.0,72.38
PNBGILTS,PNB GILTS,71.07,73,73.15,70.75,71.07,0,0.0,71.65
SGBFEB27-GB,2.50%GOLDBONDS2027SR-VI,15000,15000,15000,15000,15000,0,0.0,74.42
OBCL,ORISSA BENGAL CARRIER,56.22,55.51,56.49,55.5,56.22,0,0.0,44.66
SONAMLTD,SONAM,52.94,53.58,54,52.2,52.94,0,0.0,58.38
PRIVISCL,PRIVI SPECIALITY CHE,3232.6,3267,3269.9,3187.6,3232.6,0,0.0,76.45
AVROIND,AVRO INDIA,125.15,130.96,132.29,124,125.15,0,0.0,63.94
GAEL,GUJARAT AMBUJA EXPORTS LT,151.37,156.18,156.32,149.5,151.37,0,0.0,65.08
USHAMART,USHA MARTIN,444,439,461,439,444,0,0.0,77.55
CHOICEIN,CHOICE INTERNATIONAL,701.1,721,723,691.1,701.1,0,0.0,73.47
VERANDA,VERANDA LEARNING SOL,161.06,152.94,165,150.16,161.06,0,0.0,70.69
RITCO,RITCO LOGISTICS,211.96,215.46,216.06,207,211.96,0,0.0,74.38
ELDEHSG,ELDECO HSG & IND,843.3,841.05,855,821.1,843.3,0,0.0,61.84
TTML,TATA TELESERV(MAHARASTRA),44.63,46.3,47.4,43.4,44.63,0,0.0,83.06
HARDWYN,HARDWYN INDIA,25.68,25.79,25.82,25.51,25.68,0,0.0,95.33
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,307.7,313.05,315.55,305.5,307.7,0,0.0,60.09
UMIYA-MRO,UMIYA BUILDCON,85.74,85,85.9,83.1,85.74,0,0.0,71.98
NOVARTIND,NOVARTIS INDIA,962,986.05,1004,950,962,0,0.0,
ANUP,THE ANUP ENGINEERING,2108.8,2175,2191,2077.5,2108.8,0,0.0,84.29
VCL,VAXTEX COTFAB,1.44,1.44,1.44,1.44,1.44,0,0.0,57.5
UFO,UFO MOVIEZ INDIA,71.17,72.7,73.03,70.41,71.17,0,0.0,86.26
AGROPHOS,AGRO PHOS INDIA,32.43,33.78,33.78,32.15,32.43,0,0.0,74.59
ROTO,ROTO PUMPS,58.48,59.77,59.77,57.68,58.48,0,0.0,78.08
PIXTRANS,PIX TRANSMISSIONS,1483.5,1519.4,1521.6,1471,1483.5,0,0.0,58.57
ARVINDFASN,ARVIND FASHIONS,449.75,460,460,446,449.75,0,0.0,63.44
INDOAMIN,INDO AMINES,110.42,114.15,114.8,109,110.42,0,0.0,77.17
TIPSMUSIC,TIPS MUSIC,665.15,656.25,692.1,652.8,665.15,0,0.0,86.65
BALAJITELE,BALAJI TELEFILMS,101.14,100.9,104.5,98.5,101.14,0,0.0,84.85
SNXT50BETA,UTI BSE SENSEX NEXT 50 ETF,90.42,91.15,91.89,89.45,90.42,0,0.0,80.95
TPLPLASTEH,TPL PLASTECH,66.37,67.45,68.19,65.89,66.37,0,0.0,72.0
NILAINFRA,NILA INFRASTRUCTURES,8.12,8.35,8.43,8.1,8.12,0,0.0,73.76
ARROWGREEN,ARROW GREENTECH,526.2,544.7,549.1,524,526.2,0,0.0,64.46
KRITIKA,KRITIKA WIRES,6.58,6.76,6.95,6.25,6.58,0,0.0,87.72
STARTECK,STARTECK FINANCE,244,252.57,252.57,243,244,0,0.0,64.15
STLTECH,STERLITE TECHNOLOGIES,266.45,268.03,279.3,264.06,266.45,0,0.0,79.28
IOB,INDIAN OVERSEAS BANK,35.01,35.06,35.43,34.65,35.01,0,0.0,77.92
TAJGVK,TAJ GVK HOTELS & RESORTS,325.2,329.5,334.9,323.05,325.2,0,0.0,62.11
MSTCLTD,MSTC,433.4,444.65,445.4,430.1,433.4,0,0.0,68.44
CAMPUS,CAMPUS ACTIVEWEAR,243.82,249.95,251.27,243.31,243.82,0,0.0,67.64
TRU,TRUCAP FINANCE,6.61,6.59,6.61,6.3,6.61,0,0.0,84.29
IL&FSENGG-BZ,IL&FS ENG AND CONS CO,26,26.5,26.99,26,26,0,0.0,64.35
IL&FSTRANS-BZ,IL&FS TRANS NET,2.41,2.45,2.47,2.39,2.41,0,0.0,75.25
EMBASSY-RR,EMBASSY OFFICE PARKS REIT,432.97,428.4,433.97,426,432.97,0,0.0,60.69
CREATIVEYE,CREATIVE EYE,6.98,6.98,7.16,6.84,6.98,0,0.0,74.28
PNCINFRA,PNC INFRATECH,217.26,220.94,222.9,214.67,217.26,0,0.0,83.57
RAINBOW,RAINBOW CHILDRENS MED,1242.3,1270,1270,1225,1242.3,0,0.0,60.69
SKIPPER,SKIPPER,454.15,471.25,473.4,449.5,454.15,0,0.0,84.73
AXISCADES,AXISCADES TECH,1939.8,2039.7,2046.7,1928,1939.8,0,0.0,75.52
LICI,LIFE INSURA CORP OF INDIA,811.05,812,817.4,804.05,811.05,0,0.0,74.06
SAKAR,SAKAR HEALTHCARE,629.1,635,637.7,615,629.1,0,0.0,81.95
RVNL,RAIL VIKAS NIGAM,303.44,308.65,309.88,301,303.44,0,0.0,79.24
PRUDENT,PRUDENT CORP ADV SER,2804.9,2824.8,2825,2755,2804.9,0,0.0,88.93
AKSHAR,AKSHAR SPINTEX,0.48,0.49,0.49,0.48,0.48,0,0.0,65.62
MAHESHWARI,MAHESHWARI LOGISTICS,50.06,50.51,51.01,50,50.06,0,0.0,82.25
METROPOLIS,METROPOLIS HEALTHCARE,467.1,470.8,477.95,463.25,467.1,0,0.0,63.73
POLYCAB,POLYCAB INDIA,8033,8000,8088,7901,8033,0,0.0,76.03
VENUSPIPES,VENUS PIPES & TUBES,1339.35,1384.2,1391.35,1329,1339.35,0,0.0,87.7
DELHIVERY,DELHIVERY,449.7,445,451.85,441.65,449.7,0,0.0,64.49
SPLPETRO,SUPREME PETROCHEM,812,828,830,799,812,0,0.0,69.42
KHANDSE,KHANDWALA SECURITIES,16.46,16.1,16.9,15.71,16.46,0,0.0,83.95
RELCHEMQ,RELIANCE CHEMOTEX IND,118.99,123.28,124.99,118.8,118.99,0,0.0,67.54
MEDICO,MEDICO REMEDIES,40.86,42.85,42.85,40.41,40.86,0,0.0,74.04
HIKAL,HIKAL,181.1,188.37,188.37,179.5,181.1,0,0.0,77.44
SOUTHWEST,SOUTH WEST PINNACLE,221.89,245,245.01,218.7,221.89,0,0.0,53.14
KPITTECH,KPIT TECHNOLOGIES,709.6,733.5,733.95,690.15,709.6,0,0.0,67.43
TRIDENT,TRIDENT,25.45,25.94,26.14,25.33,25.45,0,0.0,73.11
PARADEEP,PARADEEP PHOSPHATES,133.67,137,138.48,131.32,133.67,0,0.0,80.85
ETHOSLTD,ETHOS,2639.7,2680.6,2680.6,2591,2639.7,0,0.0,71.62
EMUDHRA,EMUDHRA,500.85,502.45,505,496.85,500.85,0,0.0,90.31
AETHER,AETHER INDUSTRIES,1113.8,1177,1180,1103.6,1113.8,0,0.0,51.51
HAVELLS,HAVELLS INDIA,1238.6,1262,1267.4,1233,1238.6,0,0.0,55.85
WEWIN,WE WIN,57.93,59.44,59.47,57.28,57.93,0,0.0,73.08
NEXTMEDIA,NEXT MEDIAWORKS,4.17,4.53,4.53,3.96,4.17,0,0.0,59.13
CHEVIOT,CHEVIOT COMPANY,1083.95,1094.9,1094.9,1062.1,1083.95,0,0.0,80.98
SMARTLINK,SMARTLINK HOLDINGS,133.33,136.99,137.49,132,133.33,0,0.0,72.2
AIRAN,AIRAN,17.5,17.01,18.5,17.01,17.5,0,0.0,80.27
AXITA,AXITA COTTON,8.23,8.37,8.8,7.96,8.23,0,0.0,42.16
NEOGEN,NEOGEN CHEMICALS,1634.5,1650,1720,1601.1,1634.5,0,0.0,88.89
ALANKIT,ALANKIT,9.32,9.4,9.4,9.22,9.32,0,0.0,84.96
ONEPOINT,ONE POINT ONE SOL,53.57,55,55,52.62,53.57,0,0.0,83.79
HEALTHINAV,HEALTHY INAV,14.97,0,0,0,15.19,0,-1.45,
ABSLBAINAV,ABSLBANETF INAV,57.25,0,0,0,57.48,0,-0.4,
TECHINAV,TECH INAV,30.94,0,0,0,32.57,0,-5.0,
BSLSENINAV,BSLSENETFG INAV,76.8,0,0,0,77.78,0,-1.26,
BSLNIFINAV,BSLNIFTY INAV,27.83,0,0,0,28.15,0,-1.14,
ABSLNNINAV,ABSLNN50ET INAV,73.35,0,0,0,73.89,0,-0.73,
AXISHCINAV,AXISHCETF INAV,149.67,0,0,0,150.36,0,-0.46,
AXISBPINAV,AXISBPSETF INAV,13.38,0,0,0,13.38,0,0.0,
AXISBNINAV,AXISBNKETF INAV,578.94,0,0,0,578.16,0,0.13,
AXISCEINAV,AXISCETF INAV,117.34,0,0,0,117.25,0,0.08,
AXISNIINAV,AXISNIFTY INAV,265.16,0,0,0,265.74,0,-0.22,
AXISTEINAV,AXISTECETF INAV,325.42,0,0,0,329.66,0,-1.29,
DSPNEWINAV,DSPNEWETF INAV,333.34,0,0,0,336.68,0,-0.99,
DSPN50INAV,DSPN50ETF INAV,250.16,0,0,0,252.92,0,-1.09,
DSPQ50INAV,DSPQ50ETF INAV,237.93,0,0,0,240.32,0,-0.99,
LIQUIEINAV,LIQUIDETF INAV,1000,0,0,0,1000,0,0.0,
EBBE30INAV,EBBETF0430 INAV,1572.41,0,0,0,1574.73,0,-0.15,
EBBE31INAV,EBBETF0425 INAV,1292.41,0,0,0,1291.63,0,0.06,
EBBE32INAV,EBBETF0431 INAV,1402.05,0,0,0,1403.05,0,-0.07,
HBANKEINAV,HBANKETF INAV,57.49,0,0,0,57.49,0,0.0,
HDFCNFINAV,HDFCNIFETF INAV,267.53,0,0,0,267.53,0,0.0,
HDFCSEINAV,HDFCSENETF INAV,86.39,0,0,0,86.39,0,0.0,
ICICIKINAV,ICICIBANKN INAV,57.35,0,0,0,57.57,0,-0.38,
ICICIPINAV,ICICIMCAP INAV,17.85,0,0,0,18,0,-0.83,
ICICI2INAV,ICICIB22 INAV,124.74,0,0,0,125.47,0,-0.58,
ICICIOINAV,ICICIAUTO INAV,26.42,0,0,0,26.58,0,-0.6,
ICICICINAV,ICICICONSU INAV,117.1,0,0,0,117.95,0,-0.72,
ICICIFINAV,ICICIFMCG INAV,54.23,0,0,0,54.68,0,-0.82,
ICICIRINAV,ICICIPHARM INAV,149.08,0,0,0,151.49,0,-1.59,
ICICITINAV,ICICITECH INAV,31.55,0,0,0,33.22,0,-5.03,
ICICIQINAV,ICICILIQ INAV,1000,0,0,0,1000,0,0.0,
ICICIMINAV,ICICIM150 INAV,22.59,0,0,0,22.82,0,-1.01,
ICICIXINAV,ICICINXT50 INAV,73.63,0,0,0,74.13,0,-0.67,
ICICI5INAV,ICICI500 INAV,38.07,0,0,0,38.47,0,-1.04,
ICICIAINAV,ICICIALPLV INAV,26.44,0,0,0,26.65,0,-0.79,
ICICI1INAV,ICICINF100 INAV,27.59,0,0,0,27.88,0,-1.04,
ICICIYINAV,ICICINIFTY INAV,269.11,0,0,0,272.1,0,-1.1,
ICICILINAV,ICICILOVOL INAV,21.44,0,0,0,21.73,0,-1.33,
ICICININAV,ICICINV20 INAV,14.04,0,0,0,14.28,0,-1.68,
ICICIBINAV,ICICIBANKP INAV,26.87,0,0,0,27.02,0,-0.56,
IDFNIFINAV,IDFNIFTYET INAV,262.35,0,0,0,265.32,0,-1.12,
IBMFNIINAV,IBMFNIFTY INAV,198.52,0,0,0,201.29,0,-1.38,
IVZINNINAV,IVZINNIFTY INAV,2615.57,0,0,0,2638.5,0,-0.87,
EMAMIPAP,EMAMI PAPER MILLS,73.49,76.1,76.19,73.01,73.49,0,0.0,79.84
KOTAKBINAV,KOTAKBKETF INAV,57.96,0,0,0,58.18,0,-0.38,
KOTAKVINAV,KOTAKNV20 INAV,14.39,0,0,0,14.63,0,-1.64,
KOTAKPINAV,KOTAKPSUBK INAV,878.81,0,0,0,879.46,0,-0.07,
KOTAKIINAV,KOTAKIT INAV,31.5,0,0,0,33.13,0,-4.92,
KOTAKMINAV,KOTAKMID50 INAV,17.09,0,0,0,17.27,0,-1.04,
KOTAKAINAV,KOTAKALPHA INAV,48.78,0,0,0,48.95,0,-0.35,
KOTAKNINAV,KOTAKNIFTY INAV,263.48,0,0,0,264.39,0,-0.34,
KOTAKLINAV,KOTAKLOVOL INAV,20.41,0,0,0,20.67,0,-1.26,
LICNFNINAV,LICNFNHGP INAV,270.38,0,0,0,273.46,0,-1.13,
LICN50INAV,LICNETFN50 INAV,265.08,0,0,0,269.38,0,-1.6,
GODREJCP,GODREJ CONSUMER PRODUCTS,1089.9,1143.2,1148,1083.95,1089.9,0,0.0,65.97
LICNGSINAV,LICNETFGSC INAV,28.65,0,0,0,28.7,0,-0.17,
LICNETINAV,LICNETFSEN INAV,860.62,0,0,0,871.41,0,-1.24,
MAHKTEINAV,MAHKTECH INAV,19.9,0,0,0,20.18,0,-1.39,
MAN50EINAV,MAN50ETF INAV,258.16,0,0,0,261.47,0,-1.27,
MAFSETINAV,MAFSETF INAV,27.01,0,0,0,27.1,0,-0.33,
MAMFGEINAV,MAMFGETF INAV,155.78,0,0,0,157.34,0,-0.99,
MAM150INAV,MAM150ETF INAV,22.3,0,0,0,22.54,0,-1.06,
MANXT5INAV,MANXT50 INAV,719.03,0,0,0,725.35,0,-0.87,
MAFANGINAV,MAFANG INAV,146.71,0,0,0,133.51,0,9.89,
MASPTOINAV,MASPTOP50 INAV,62.99,0,0,0,58.33,0,7.99,
MAESGEINAV,MAESGETF INAV,40.8,0,0,0,41.37,0,-1.38,
MOGSECINAV,MOGSEC INAV,63.61,0,0,0,63.74,0,-0.2,
MOM100INAV,MOM100 INAV,63.94,0,0,0,64.56,0,-0.96,
MOM50INAV,MOM50 INAV,248.66,0,0,0,251.37,0,-1.08,
MONQ50INAV,MONQ50 INAV,105.09,0,0,0,105.07,0,0.02,
MOMOMEINAV,MOMOMENTUM INAV,61.48,0,0,0,61.71,0,-0.37,
MON100INAV,MON100 INAV,245.97,0,0,0,245.92,0,0.02,
MOLOWVINAV,MOLOWVOL INAV,36.36,0,0,0,36.71,0,-0.95,
LTGILTINAV,LTGILTBEES INAV,29.13,0,0,0,29.17,0,-0.14,
MID150INAV,MID150BEES INAV,225.72,0,0,0,228.01,0,-1.0,
SDL24BINAV,SDL24BEES INAV,123.11,0,0,0,123.09,0,0.02,
SDL26BINAV,SDL26BEES INAV,137.65,0,0,0,137.64,0,0.01,
GILT5YINAV,GILT5YBEES INAV,64.32,0,0,0,64.48,0,-0.25,
PHARMAINAV,PHARMABEES INAV,23.16,0,0,0,23.58,0,-1.78,
AUTOBEINAV,AUTOBEES INAV,263.55,0,0,0,265.35,0,-0.68,
SBILTYINAV,SBIETFQLTY INAV,216.91,0,0,0,207.3,0,4.64,
SBICONINAV,SBIETFCON INAV,116.61,0,0,0,106.73,0,9.26,
SBIFPBINAV,SBIETFPB INAV,271.86,0,0,0,243.72,0,11.55,
ORICONENT,ORICON ENTERPRISES,64.37,64.2,65.6,64.01,64.37,0,0.0,50.91
TNIDETINAV,TNIDETF INAV,79.72,0,0,0,82.05,0,-2.84,
NPBETINAV,NPBET INAV,275.8,0,0,0,277.16,0,-0.49,
UTIBANINAV,UTIBANKETF INAV,57.77,0,0,0,57.99,0,-0.38,
UTINEXINAV,UTINEXT50 INAV,75.24,0,0,0,75.75,0,-0.67,
UTINIFINAV,UTINIFTETF INAV,263.28,0,0,0,266.17,0,-1.09,
UTISENINAV,UTISENSETF INAV,844.07,0,0,0,854.61,0,-1.23,
BALKRISHNA,BALKRISHNA PAPER MILLS L,18.58,18.69,18.69,18.05,18.58,0,0.0,89.92
UTISXNINAV,UTISXN50 INAV,90.18,0,0,0,90.9,0,-0.79,
ICISECINAV,ICICI5GSEC INAV,64.58,0,0,0,64.64,0,-0.09,
SHYAMCENT,SHYAM CENTURY FERROUS,5.6,5.5,5.99,5.5,5.6,0,0.0,89.61
ICISENINAV,ICICISENSX INAV,875.86,0,0,0,886.88,0,-1.24,
ADANIENSOL,ADANI ENERGY SOLUTION,1411.95,1359.95,1425,1282.4,1411.95,0,0.0,94.16
MANORAMA,MANORAMA INDUSTRIES,1411.1,1422,1440.7,1404.3,1411.1,0,0.0,74.89
SGBJUN30-GB,2.50%GOLDBONDS2030SR-I,15141.11,15274.99,15274.99,14900,15141.11,0,0.0,72.43
CONFIPET,CONFIDENCE PETRO IND,54.83,57,57,54.2,54.83,0,0.0,71.15
SYNGENE,SYNGENE INTERNATIONAL,421.2,430,432.55,417.45,421.2,0,0.0,61.99
SGBJUN27-GB,2.50%GOLDBONDS2027SR-I,14999,14760,15040,14760,14999,0,0.0,84.25
KAYA,KAYA,262.62,269.99,270.55,262,262.62,0,0.0,60.35
NGLFINE,NGL FINE CHEM,2235.9,2289,2335.4,2195.3,2235.9,0,0.0,60.39
AYMSYNTEX,AYM SYNTEX,230.81,243.66,246.67,227.03,230.81,0,0.0,70.77
PPL,PRAKASH PIPES,209.01,218.99,219,205.01,209.01,0,0.0,74.38
RAMASTEEL,RAMA STEEL TUBES,5.71,5.85,5.91,5.67,5.71,0,0.0,80.57
AURUM,AURUM PROPTECH,180.54,189.92,195.94,177.3,180.54,0,0.0,67.22
PKTEA,THE P K TEA PROD CO,746.65,814.9,814.9,726.35,746.65,0,0.0,37.78
RADHIKAJWE,RADHIKA JEWELTECH,64.06,66.6,66.8,63,64.06,0,0.0,74.59
DGCONTENT,DIGICONTENT,28.24,30.99,30.99,28.12,28.24,0,0.0,76.28
CSLFINANCE,CSL FINANCE,227.94,232.34,236.87,225.25,227.94,0,0.0,54.78
JISLJALEQS,JAIN IRRIGATION SYSTEMS,31.36,32.3,32.5,31.1,31.36,0,0.0,64.5
STEELCITY,STEEL CITY SECURITIES,83.17,83.8,85.3,82.15,83.17,0,0.0,77.02
MUTHOOTCAP,MUTHOOT CAP SERV,200.06,207.39,207.39,198.31,200.06,0,0.0,63.76
DYCL,DYNAMIC CABLES,365.62,373.45,378,356.6,365.62,0,0.0,93.64
LUPIN,LUPIN,2296.1,2347.3,2351.5,2262,2296.1,0,0.0,45.91
UNITDSPR,UNITED SPIRITS,1391.9,1383,1398.5,1370.1,1391.9,0,0.0,76.66
SATIN,SATIN CREDIT NET,167.37,171.4,171.4,165.35,167.37,0,0.0,74.07
ARVSMART,ARVIND SMARTSPACES,601.2,601.4,602.25,587.3,601.2,0,0.0,80.28
POWERMECH,POWER MECH PROJECTS,2408.5,2446.2,2480.2,2375,2408.5,0,0.0,85.23
RAMRAT,RAM RATNA WIRES,384.15,383.2,394.5,379,384.15,0,0.0,83.04
MOHEALTH,MOTILAL OSWAL BSE HEALTHCARE ETF,44.07,44.14,44.59,43.75,44.07,0,0.0,67.27
CONS,KOTAK NIFTY INDIA CONSUMPTION ETF,11.64,11.95,11.95,11.53,11.64,0,0.0,76.95
SENSEXBETA,UTI BSE SENSEX ETF,846.24,858.64,860.9,842.01,846.24,0,0.0,66.88
KOCONSINAV,KOTAKMAMC - KOCONSINAV,11.62,0,0,0,11.7,0,-0.68,
SHARDAMOTR,SHARDA MOTOR INDS,845,861.95,861.95,841,845,0,0.0,74.37
NAVKARCORP,NAVKAR CORPORATION,99.46,103.17,105.39,98.51,99.46,0,0.0,72.49
RAMAPHO,RAMA PHOSPHATES,134.38,136.87,139.79,133.19,134.38,0,0.0,74.49
KRBL,KRBL,359.9,368,370.45,353.4,359.9,0,0.0,75.75
MPSLTD,MPS,1612.2,1640,1677.8,1606.1,1612.2,0,0.0,58.17
MARKSANS,MARKSANS PHARMA,190.21,195,195,187,190.21,0,0.0,80.15
TCI,TRANSPORT CORPN OF INDIA,940.9,928.8,946.5,921.4,940.9,0,0.0,52.24
HDF100INAV,HDFCNIF100 INAV,25.54,0,0,0,25.54,0,0.0,
HDFC50INAV,HDFCNEXT50 INAV,71.22,0,0,0,71.22,0,0.0,
SHREEPUSHK,SHRE PUSH CHEM & FERT,391.8,363.75,412,362.4,391.8,0,0.0,78.37
ICICMOINAV,ICICIPRAMC - ICICMOINAV,30.92,0,0,0,31.04,0,-0.39,
GUJGASLTD,GUJARAT GAS,383.85,389,391.5,374.85,383.85,0,0.0,82.34
BHARTIARTL,BHARTI AIRTEL,1814.5,1845,1850.7,1807.3,1814.5,0,0.0,56.84
SADBHIN,SADBHAV INFRA PROJ,2.84,2.79,2.89,2.66,2.84,0,0.0,72.19
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,71.35,72.09,72.09,70.64,71.35,0,0.0,83.19
HDFCNIF100,HDFC NIFTY 100 ETF,25.61,25.27,25.84,25.27,25.61,0,0.0,76.83
ASAL,AUTOMOTIVE STAMPINGS & AS,478.4,492.9,499,473,478.4,0,0.0,84.04
OLECTRA,OLECTRA GREENTECH,1202.8,1228,1234,1190.05,1202.8,0,0.0,80.08
PONNIERODE,PONNIE SUGARS (ERODE),305.85,308.6,311.95,296.9,305.85,0,0.0,78.15
PNB,PUNJAB NATIONAL BANK,113.09,112.71,113.45,111.6,113.09,0,0.0,72.85
MNC,KOTAK NIFTY MNC ETF,32.86,32.9,34.03,32.26,32.86,0,0.0,86.43
KOKMNCINAV,KOTAKMAMC - KOTAKMNCINAV,32.51,0,9.05,9.05,31.79,0,2.26,
MOMENTUM,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF,30.7,30.99,30.99,30.53,30.7,0,0.0,74.27
SURANAT&P,SURANA TELECOM AND POW LT,18.54,19.3,19.3,18,18.54,0,0.0,72.79
NFQLTYINAV,BIRLASLAMC - NFQLTYINAV,20.84,0,0,0,21.08,0,-1.14,
MOMNTMINAV,BIRLASLAMC - MOMNTMINAV,30.72,0,0,0,30.87,0,-0.49,
TEAMGTY,TEAM INDIA GUARANTY,259,263.98,263.98,259,259,0,0.0,56.46
INDIAMART,INDIAMART INTERMESH,2107.1,2164.7,2170,2099.6,2107.1,0,0.0,65.69
SPORTKING,SPORTKING INDIA,137.12,136.43,138.28,133.32,137.12,0,0.0,68.68
OFSS,ORACLE FIN SERV SOFT,8949,8820,9013.5,8752.5,8949,0,0.0,90.98
UNIONBANK,UNION BANK OF INDIA,177,179.3,180.75,174.4,177,0,0.0,58.8
APTECHT,APTECH,105.2,109.79,109.79,103.56,105.2,0,0.0,90.32
ICINFRINAV,ICICIPRAMC - ICINFRINAV,94.93,0,0,0,95.63,0,-0.73,
VERTIS-IV,VERTIS INFRASTRUCTURE TST,108,108.6,109,108,108,0,0.0,
DSPSILINAV,DSPAMC - DSPSILINAV,229.23,0,0,0,229.79,0,-0.24,
OAL,ORIENTAL AROMATICS,311.64,315,316.9,303.01,311.64,0,0.0,76.51
NOIDATOLL,NOIDA TOLL BRIDGE CO,3.75,3.87,3.87,3.7,3.75,0,0.0,75.05
NUCLEUS,NUCLEUS SOFTWARE EXPORTS,773.9,793.4,798.9,768,773.9,0,0.0,58.38
SYRMA,SYRMA SGS TECHNOLOGY,969.6,990,1008.85,965.9,969.6,0,0.0,81.93
CANBK,CANARA BANK,140.85,141.33,141.86,138.15,140.85,0,0.0,73.9
MOQUALITY,MOTILAL OSWAL BSE QUALITY ETF,201.09,202.19,202.87,200.01,201.09,0,0.0,76.46
MOVALUE,MOTILAL OSWAL BSE ENHANCED VALUE ETF,118.29,118.08,119.14,117.32,118.29,0,0.0,81.42
MOQLTYINAV,MOTILALAMC - MOQLTYINAV,200.87,0,0,0,202.54,0,-0.82,
MOVALUINAV,MOTILALAMC - MOVALUINAV,118.25,0,0,0,118.45,0,-0.17,
DREAMFOLKS,DREAMFOLKS SERVICES,80.94,83.17,84.85,80.55,80.94,0,0.0,76.03
GVPTECH,GVP INFOTECH,6.82,7.09,7.14,6.71,6.82,0,0.0,69.48
GRMOVER,GRM OVERSEAS,165.57,163.65,168.19,161.79,165.57,0,0.0,74.24
HDFCSIINAV,HDFCAMC - HDFCSIINAV,228.19,0,0,0,235.82,0,-3.24,
GENESYS,GENESYS INTL CORPN,261.74,280,282.79,260,261.74,0,0.0,69.89
OMAXAUTO,OMAX AUTOS,112.54,113.54,117.04,111.2,112.54,0,0.0,78.97
GODREJIND,GODREJ INDUSTRIES,990.55,995,999,965,990.55,0,0.0,91.08
RADAAN,RADAAN MEDIAWORKS (I),3.34,3.26,3.59,3.15,3.34,0,0.0,79.38
DIVISLAB,DIVI S LABORATORIES,6361.5,6408.5,6442.5,6320,6361.5,0,0.0,72.44
TMB,TAMILNAD MERCA BANK,639.9,643.2,663,637.5,639.9,0,0.0,61.84
STCINDIA,THE STATE TRADING CORPN,119.32,123.99,123.99,118.7,119.32,0,0.0,76.99
RADICO,RADICO KHAITAN,3187.2,3212.2,3239.9,3162.5,3187.2,0,0.0,73.17
INDORAMA,INDO RAMA SYNTHETICS,38.11,37.8,39.13,37.56,38.11,0,0.0,81.44
MARUTI,MARUTI SUZUKI INDIA,13048,13200,13253,12978,13048,0,0.0,62.26
INFOBEAN,INFOBEANS TECHNO.,168.35,176,176,164.5,168.35,0,0.0,66.55
DCMNVL,DCM NOUVELLE,130.1,125.01,132.35,125,130.1,0,0.0,88.98
SATIA,SATIA INDUSTRIES,71,72.25,72.9,69.81,71,0,0.0,78.36
SIRCA,SIRCA PAINT INDIA,437.3,440.95,444.7,435,437.3,0,0.0,62.68
KSOLVES,KSOLVES INDIA,311.84,319.37,321.99,309.94,311.84,0,0.0,69.23
NATHBIOGEN,NATH BIO-GENES (I),169.1,174,174.04,167.32,169.1,0,0.0,82.35
AGRITECH,AGRI-TECH (INDIA),111.98,112.99,112.99,109.05,111.98,0,0.0,67.83
LIBAS,LIBAS CONSU PRODUCTS,12.11,11.25,12.8,11.07,12.11,0,0.0,75.64
SGBJUL27-GB,2.50%GOLDBONDS2027SR-II,14900,14900,14900,14900,14900,0,0.0,77.48
CNL,CREATIVE NEWTECH,586.85,600,604.25,581.2,586.85,0,0.0,63.04
HARSHA,HARSHA ENGINEERS INT,381.6,390.5,390.5,379.6,381.6,0,0.0,74.74
COFFEEDAY,COFFEE DAY ENTERPRISE,26.36,27.09,27.33,26.11,26.36,0,0.0,67.7
IDFCFIRSTB,IDFC FIRST BANK,67.23,67.83,68.64,66.69,67.23,0,0.0,74.59
